OrderDate,DeliveryCountry,Manufacturer,Gender,Size,Colour,Style,Count
25-12-2016,Italy,Armani,M,19,Blue,Long Sleeve,28
26-11-2016,Italy,Armani,M,33,Black,Long Sleeve,53
29-11-2016,Ireland,Armani,M,27,Red,Long Sleeve,40
22-12-2016,Italy,Lee,F,34,Red,Skinny,42
6-11-2016,Ireland,Wrangled Jeans,F,34,Red,Relaxed,37
11-11-2016,Italy,Armani,M,19,Black,Relaxed,33
16-11-2016,Ireland,Armani,F,32,Red,Long Sleeve,26
20-11-2016,Italy,Wrangled Jeans,F,19,Yellow,Boot leg,44
1-11-2016,Italy,Armani,F,19,Blue,Boot leg,20
11-11-2016,United Kingdom,Armani,M,33,Black,Boot leg,19
23-11-2016,Italy,Lee,M,26,Blue,Short Sleeve,58
2-12-2016,Italy,Wrangled Jeans,F,34,Yellow,Short Sleeve,50
10-11-2016,Ireland,Denzil Jeans,M,29,Red,Short Sleeve,18
26-11-2016,Ireland,Denzil Jeans,F,48,Blue,Boot leg,47
17-11-2016,Ireland,Armani,F,19,Red,Relaxed,63
26-12-2016,Ireland,Wrangled Jeans,F,19,Yellow,Relaxed,26
1-12-2016,Italy,Armani,F,29,Yellow,Short Sleeve,46
8-11-2016,Italy,Lee,F,19,Yellow,Boot leg,37
22-11-2016,Italy,Wrangled Jeans,M,25,White,Short Sleeve,63
12-12-2016,Italy,Armani,M,34,Black,Skinny,28
25-12-2016,Italy,Wrangled Jeans,F,38,Yellow,Boot leg,47
9-12-2016,Italy,Lee,F,48,White,Boot leg,37
14-12-2016,Italy,Denzil Jeans,M,34,Yellow,Boot leg,38
26-11-2016,Ireland,Denzil Jeans,M,38,White,Boot leg,23
6-12-2016,Ireland,Lee,M,33,White,Boot leg,26
1-12-2016,Italy,Lee,F,34,Yellow,Boot leg,26
21-12-2016,United Kingdom,The Hipster Jeans Company,M,26,White,Boot leg,50
19-12-2016,Italy,Armani,F,48,Black,Long Sleeve,65
12-11-2016,Italy,Denzil Jeans,M,26,White,Short Sleeve,21
25-11-2016,Italy,Armani,F,48,White,Short Sleeve,21
31-12-2016,United Kingdom,Denzil Jeans,M,28,White,Short Sleeve,47
15-12-2016,Italy,Denzil Jeans,M,34,Yellow,Short Sleeve,46
11-12-2016,Italy,Armani,F,30,White,Long Sleeve,28
10-11-2016,Italy,Armani,F,32,Red,Long Sleeve,21
16-12-2016,Italy,Denzil Jeans,F,25,Blue,Short Sleeve,21
31-12-2016,United Kingdom,Armani,M,24,Red,Short Sleeve,27
6-12-2016,Italy,Lee,F,19,Yellow,Skinny,53
17-12-2016,Italy,Lee,M,30,Blue,Relaxed,38
8-12-2016,Italy,Denzil Jeans,M,48,Yellow,Boot leg,63
22-11-2016,Italy,Armani,M,20,White,Boot leg,18
12-12-2016,United Kingdom,Armani,F,24,Blue,Long Sleeve,44
6-12-2016,United Kingdom,Armani,M,29,Blue,Boot leg,25
16-12-2016,Italy,Wrangled Jeans,F,25,White,Long Sleeve,29
16-11-2016,Italy,The Hipster Jeans Company,M,38,Red,Relaxed,46
5-12-2016,Italy,Denzil Jeans,M,39,Red,Short Sleeve,19
28-11-2016,Italy,Armani,F,19,Red,Boot leg,47
23-12-2016,Italy,Armani,M,34,Black,Short Sleeve,46
26-12-2016,United Kingdom,Armani,M,19,Red,Relaxed,53
3-11-2016,Italy,Armani,F,31,Blue,Skinny,18
13-11-2016,Italy,Armani,M,48,White,Boot leg,49
5-12-2016,Italy,Wrangled Jeans,F,35,Yellow,Long Sleeve,47
28-11-2016,Italy,Armani,F,19,Red,Long Sleeve,62
13-12-2016,Italy,The Hipster Jeans Company,M,29,Yellow,Long Sleeve,62
28-12-2016,Italy,Armani,F,34,Blue,Relaxed,51
4-12-2016,Ireland,Armani,M,34,Yellow,Short Sleeve,23
18-12-2016,Italy,The Hipster Jeans Company,F,37,Blue,Skinny,30
16-11-2016,Italy,Wrangled Jeans,F,48,Red,Long Sleeve,33
18-11-2016,Italy,Denzil Jeans,F,23,Red,Long Sleeve,55
15-12-2016,Italy,Denzil Jeans,M,19,Blue,Relaxed,61
1-11-2016,Italy,The Hipster Jeans Company,F,34,White,Relaxed,25
20-12-2016,Ireland,Wrangled Jeans,F,21,Yellow,Long Sleeve,39
16-12-2016,Ireland,The Hipster Jeans Company,M,35,Red,Short Sleeve,30
28-11-2016,Italy,Armani,M,23,Black,Short Sleeve,22
27-12-2016,United Kingdom,Wrangled Jeans,M,19,Blue,Skinny,42
10-11-2016,Italy,Denzil Jeans,F,33,Red,Relaxed,47
9-11-2016,Italy,Armani,M,34,White,Skinny,31
20-12-2016,Italy,Denzil Jeans,M,37,Blue,Skinny,49
6-11-2016,Italy,Denzil Jeans,M,34,White,Skinny,18
26-12-2016,United Kingdom,Armani,M,37,Yellow,Short Sleeve,42
5-12-2016,Ireland,Armani,M,19,Black,Relaxed,32
30-11-2016,Italy,The Hipster Jeans Company,M,48,Blue,Relaxed,32
19-12-2016,Ireland,Armani,F,34,Black,Skinny,34
28-12-2016,Italy,Armani,M,37,White,Skinny,45
30-12-2016,Italy,Armani,F,19,Red,Boot leg,35
5-12-2016,United Kingdom,Lee,F,19,Blue,Long Sleeve,62
28-12-2016,Italy,The Hipster Jeans Company,M,34,Blue,Boot leg,24
29-12-2016,United Kingdom,Denzil Jeans,M,35,Yellow,Boot leg,24
12-11-2016,Ireland,Armani,F,19,Yellow,Short Sleeve,54
2-11-2016,Ireland,Armani,M,48,Blue,Short Sleeve,55
25-12-2016,Italy,Wrangled Jeans,M,48,Black,Skinny,42
16-12-2016,Italy,Denzil Jeans,M,33,Yellow,Long Sleeve,38
23-11-2016,Italy,Wrangled Jeans,F,34,White,Skinny,29
29-12-2016,Italy,Denzil Jeans,F,34,Red,Skinny,41
20-12-2016,Italy,The Hipster Jeans Company,F,25,Black,Skinny,20
7-12-2016,Italy,Armani,F,34,Blue,Relaxed,26
2-11-2016,Italy,Wrangled Jeans,F,36,Blue,Long Sleeve,27
16-12-2016,Italy,Denzil Jeans,F,22,White,Long Sleeve,24
29-12-2016,Ireland,Wrangled Jeans,M,34,Red,Short Sleeve,60
25-11-2016,Italy,Lee,M,34,White,Boot leg,61
25-11-2016,Italy,Armani,F,19,Yellow,Skinny,52
17-12-2016,Italy,Denzil Jeans,M,19,Black,Long Sleeve,23
16-12-2016,Ireland,Lee,F,34,Blue,Boot leg,55
12-11-2016,Italy,The Hipster Jeans Company,F,34,Black,Skinny,36
23-12-2016,Italy,The Hipster Jeans Company,F,28,Blue,Skinny,62
21-12-2016,Italy,Armani,F,37,Yellow,Long Sleeve,20
3-12-2016,United Kingdom,Armani,F,29,Black,Long Sleeve,50
2-11-2016,United Kingdom,Wrangled Jeans,F,34,White,Relaxed,55
26-11-2016,United Kingdom,The Hipster Jeans Company,F,48,Yellow,Skinny,60
6-12-2016,Italy,Lee,F,34,Blue,Long Sleeve,59
23-11-2016,Italy,Denzil Jeans,F,48,Yellow,Long Sleeve,22
8-12-2016,Ireland,Denzil Jeans,F,20,Blue,Short Sleeve,41
10-11-2016,Italy,Armani,M,32,Yellow,Skinny,23
1-12-2016,Italy,Armani,M,48,Blue,Boot leg,44
3-12-2016,Italy,Wrangled Jeans,M,34,Black,Short Sleeve,65
30-11-2016,United Kingdom,The Hipster Jeans Company,F,48,Red,Skinny,61
25-12-2016,Italy,Lee,M,25,Yellow,Long Sleeve,22
31-12-2016,Ireland,Armani,M,23,White,Long Sleeve,18
13-12-2016,Ireland,Denzil Jeans,F,19,Red,Long Sleeve,39
8-12-2016,Ireland,Armani,F,19,Red,Long Sleeve,58
14-12-2016,Italy,Wrangled Jeans,M,19,Black,Boot leg,42
17-11-2016,Italy,Wrangled Jeans,F,19,Red,Relaxed,33
24-12-2016,Italy,Armani,M,34,Yellow,Long Sleeve,28
3-12-2016,Italy,Lee,F,34,White,Long Sleeve,29
8-11-2016,Italy,Armani,F,34,Black,Long Sleeve,56
31-12-2016,United Kingdom,The Hipster Jeans Company,M,38,Blue,Skinny,53
6-12-2016,Italy,Denzil Jeans,F,23,White,Relaxed,38
25-11-2016,Italy,Denzil Jeans,M,24,White,Skinny,48
26-11-2016,United Kingdom,The Hipster Jeans Company,F,19,Blue,Relaxed,54
12-12-2016,Italy,Armani,F,31,Black,Skinny,26
13-12-2016,Italy,Armani,F,19,Yellow,Relaxed,41
3-12-2016,Italy,Armani,F,48,Red,Relaxed,35
16-11-2016,Italy,The Hipster Jeans Company,F,29,Red,Short Sleeve,32
1-12-2016,Italy,Wrangled Jeans,M,22,White,Relaxed,40
26-11-2016,United Kingdom,Armani,M,19,Blue,Skinny,33
29-11-2016,United Kingdom,Lee,F,19,Black,Short Sleeve,29
28-12-2016,Italy,Lee,F,34,Yellow,Boot leg,41
23-11-2016,Italy,Armani,F,19,White,Relaxed,33
1-11-2016,Italy,Armani,F,27,White,Long Sleeve,65
5-11-2016,Italy,Armani,M,34,Yellow,Long Sleeve,53
21-11-2016,Italy,Armani,F,19,Red,Relaxed,21
3-11-2016,Italy,The Hipster Jeans Company,F,34,Red,Relaxed,62
12-12-2016,Ireland,The Hipster Jeans Company,M,19,Black,Boot leg,24
28-11-2016,Ireland,Lee,F,20,Yellow,Skinny,36
18-12-2016,Italy,Armani,M,39,Yellow,Long Sleeve,47
19-11-2016,Italy,Wrangled Jeans,F,19,Yellow,Boot leg,35
23-12-2016,Italy,Wrangled Jeans,M,48,Blue,Relaxed,24
13-11-2016,Italy,Denzil Jeans,M,21,Yellow,Relaxed,58
21-12-2016,United Kingdom,Denzil Jeans,F,19,White,Relaxed,48
11-12-2016,Ireland,Denzil Jeans,F,34,Blue,Short Sleeve,19
16-12-2016,United Kingdom,Wrangled Jeans,M,31,Yellow,Relaxed,49
13-12-2016,Italy,Armani,F,34,Blue,Boot leg,29
8-11-2016,Italy,Armani,F,20,Blue,Short Sleeve,29
1-12-2016,Italy,Denzil Jeans,M,19,Red,Long Sleeve,31
28-12-2016,United Kingdom,Armani,F,20,Blue,Skinny,23
21-12-2016,Italy,Wrangled Jeans,F,19,Blue,Skinny,55
12-12-2016,Italy,Denzil Jeans,F,19,Red,Boot leg,22
18-11-2016,Ireland,Armani,F,22,Yellow,Short Sleeve,45
19-12-2016,Italy,Wrangled Jeans,M,34,Black,Relaxed,31
14-12-2016,Italy,Lee,F,34,Black,Skinny,43
4-12-2016,Italy,Denzil Jeans,F,48,Red,Boot leg,45
20-12-2016,United Kingdom,The Hipster Jeans Company,M,34,Red,Long Sleeve,37
15-12-2016,Italy,The Hipster Jeans Company,M,19,Red,Boot leg,34
10-12-2016,Italy,Denzil Jeans,F,37,Black,Boot leg,27
3-11-2016,Ireland,Armani,F,19,Red,Long Sleeve,44
10-12-2016,Italy,Armani,M,34,Blue,Relaxed,32
24-12-2016,Italy,The Hipster Jeans Company,F,19,Yellow,Long Sleeve,53
15-12-2016,United Kingdom,Wrangled Jeans,M,27,White,Boot leg,51
25-12-2016,Italy,Denzil Jeans,F,37,Yellow,Long Sleeve,65
29-11-2016,Italy,The Hipster Jeans Company,F,19,Blue,Skinny,56
22-12-2016,Italy,The Hipster Jeans Company,M,19,Yellow,Long Sleeve,43
8-12-2016,United Kingdom,Lee,F,48,White,Short Sleeve,59
5-12-2016,Italy,Denzil Jeans,F,19,Black,Short Sleeve,62
8-12-2016,Ireland,Lee,F,19,Yellow,Boot leg,52
20-12-2016,Italy,The Hipster Jeans Company,M,34,Red,Short Sleeve,58
18-12-2016,United Kingdom,The Hipster Jeans Company,M,34,Red,Relaxed,44
27-11-2016,Italy,The Hipster Jeans Company,M,34,Red,Boot leg,62
2-11-2016,Ireland,The Hipster Jeans Company,F,34,Black,Skinny,65
20-11-2016,Italy,Lee,M,21,Red,Skinny,64
22-12-2016,Ireland,The Hipster Jeans Company,M,25,Red,Boot leg,18
15-12-2016,Italy,Denzil Jeans,F,19,Blue,Short Sleeve,50
16-11-2016,Italy,Lee,F,26,Red,Relaxed,41
16-12-2016,Italy,Armani,M,34,Red,Skinny,41
30-12-2016,Italy,Wrangled Jeans,F,36,Red,Boot leg,32
17-11-2016,Italy,Denzil Jeans,F,31,Red,Long Sleeve,61
24-11-2016,Ireland,The Hipster Jeans Company,M,34,Yellow,Boot leg,35
12-11-2016,Italy,Armani,F,19,Red,Boot leg,21
16-12-2016,Italy,The Hipster Jeans Company,M,19,Red,Long Sleeve,54
19-11-2016,Italy,Armani,F,34,Blue,Long Sleeve,57
24-11-2016,Italy,Lee,F,48,Red,Long Sleeve,24
26-12-2016,Italy,Lee,F,36,Blue,Long Sleeve,28
9-12-2016,Italy,Armani,F,20,Blue,Relaxed,49
29-11-2016,Italy,Armani,F,19,Black,Long Sleeve,25
27-12-2016,Italy,Armani,F,20,Yellow,Short Sleeve,24
25-12-2016,Italy,Denzil Jeans,F,48,Red,Relaxed,36
29-11-2016,United Kingdom,Armani,F,19,Black,Skinny,44
19-12-2016,Ireland,Armani,F,48,Red,Short Sleeve,54
9-12-2016,Italy,Lee,M,34,Red,Boot leg,55
6-11-2016,United Kingdom,The Hipster Jeans Company,F,19,Blue,Short Sleeve,21
25-12-2016,Italy,Armani,M,39,White,Relaxed,51
29-11-2016,Italy,Armani,M,19,Black,Relaxed,19
8-12-2016,Italy,Denzil Jeans,M,28,Red,Boot leg,46
3-11-2016,Italy,Denzil Jeans,M,32,Yellow,Short Sleeve,20
16-11-2016,Italy,Denzil Jeans,M,48,White,Short Sleeve,27
22-11-2016,Ireland,Wrangled Jeans,F,19,White,Skinny,57
12-11-2016,Italy,Wrangled Jeans,F,34,White,Relaxed,57
9-11-2016,Italy,Wrangled Jeans,F,19,White,Short Sleeve,54
23-12-2016,United Kingdom,Armani,F,28,White,Short Sleeve,27
13-12-2016,Italy,The Hipster Jeans Company,F,34,White,Short Sleeve,30
14-12-2016,United Kingdom,Lee,F,34,White,Skinny,23
10-11-2016,United Kingdom,Denzil Jeans,F,34,Red,Relaxed,58
8-11-2016,Italy,Lee,M,34,Black,Boot leg,19
13-11-2016,Ireland,Lee,F,19,Red,Relaxed,44
1-12-2016,Italy,Wrangled Jeans,M,34,Yellow,Boot leg,51
15-12-2016,Italy,Denzil Jeans,F,19,Blue,Short Sleeve,63
11-12-2016,Ireland,Lee,M,37,Red,Boot leg,55
7-12-2016,Italy,Armani,F,34,White,Long Sleeve,63
27-11-2016,Italy,Wrangled Jeans,F,34,Red,Skinny,46
3-12-2016,United Kingdom,Armani,M,19,Red,Relaxed,29
22-11-2016,Ireland,Armani,F,19,White,Boot leg,55
16-12-2016,Italy,Armani,M,48,White,Short Sleeve,22
3-11-2016,Ireland,The Hipster Jeans Company,M,48,Blue,Boot leg,41
5-11-2016,Italy,Armani,M,48,Yellow,Short Sleeve,42
12-12-2016,Italy,Armani,F,48,White,Relaxed,50
21-12-2016,Ireland,The Hipster Jeans Company,M,19,Red,Boot leg,19
8-12-2016,Italy,Lee,M,34,Red,Long Sleeve,62
22-11-2016,Italy,The Hipster Jeans Company,F,34,Red,Short Sleeve,56
7-11-2016,Italy,Armani,M,19,Blue,Boot leg,24
8-12-2016,Ireland,Lee,M,39,Blue,Long Sleeve,56
24-11-2016,Italy,The Hipster Jeans Company,F,34,Blue,Relaxed,36
6-12-2016,Italy,Lee,M,39,White,Relaxed,63
11-12-2016,Italy,The Hipster Jeans Company,F,24,Black,Long Sleeve,23
1-11-2016,Italy,Lee,M,24,Blue,Short Sleeve,51
2-12-2016,Italy,Wrangled Jeans,M,21,Yellow,Boot leg,45
24-11-2016,Italy,Denzil Jeans,F,30,Red,Relaxed,50
20-11-2016,United Kingdom,Armani,F,48,Red,Short Sleeve,37
21-12-2016,Ireland,Armani,F,34,Blue,Relaxed,65
26-12-2016,Italy,Armani,F,25,Blue,Long Sleeve,39
11-11-2016,Italy,The Hipster Jeans Company,M,19,Yellow,Relaxed,27
9-11-2016,Ireland,The Hipster Jeans Company,F,34,Black,Short Sleeve,54
16-11-2016,Italy,The Hipster Jeans Company,M,34,White,Relaxed,32
2-11-2016,Italy,The Hipster Jeans Company,F,19,Blue,Skinny,28
17-12-2016,Italy,Lee,M,19,Yellow,Long Sleeve,63
10-11-2016,Italy,Armani,M,37,Yellow,Relaxed,53
15-12-2016,Italy,Denzil Jeans,F,19,Blue,Relaxed,31
26-12-2016,Italy,Wrangled Jeans,M,19,Black,Short Sleeve,53
28-11-2016,Ireland,Lee,F,48,White,Boot leg,48
3-12-2016,Italy,Armani,M,19,Red,Short Sleeve,43
14-11-2016,Italy,Denzil Jeans,F,29,Red,Long Sleeve,36
16-12-2016,Italy,Denzil Jeans,F,48,White,Skinny,48
26-12-2016,Ireland,Lee,M,19,Blue,Skinny,43
30-12-2016,Italy,Lee,F,24,Red,Long Sleeve,58
21-12-2016,Italy,Denzil Jeans,F,48,Yellow,Skinny,55
16-12-2016,United Kingdom,The Hipster Jeans Company,M,24,Yellow,Long Sleeve,63
1-11-2016,Italy,Denzil Jeans,F,34,Blue,Boot leg,33
15-12-2016,Italy,Armani,F,34,Yellow,Relaxed,65
10-11-2016,United Kingdom,Lee,F,19,Yellow,Relaxed,63
2-12-2016,Italy,Denzil Jeans,F,19,Black,Long Sleeve,21
21-11-2016,Italy,Denzil Jeans,F,34,Blue,Skinny,65
23-12-2016,Ireland,Armani,M,29,Red,Relaxed,22
27-11-2016,Ireland,Wrangled Jeans,M,39,Yellow,Short Sleeve,19
22-12-2016,Italy,Armani,F,34,White,Short Sleeve,36
10-12-2016,Italy,Lee,M,30,Yellow,Skinny,36
4-11-2016,United Kingdom,Armani,M,28,Yellow,Boot leg,51
20-12-2016,Italy,Wrangled Jeans,F,21,White,Relaxed,38
13-12-2016,Italy,Wrangled Jeans,F,34,Yellow,Skinny,20
22-12-2016,Ireland,The Hipster Jeans Company,F,19,Red,Long Sleeve,58
31-11-2016,Italy,Lee,M,34,Red,Short Sleeve,54
7-12-2016,Ireland,Lee,F,34,Yellow,Boot leg,62
24-11-2016,United Kingdom,Armani,M,48,Black,Short Sleeve,51
6-12-2016,United Kingdom,Denzil Jeans,F,34,White,Skinny,54
30-11-2016,Ireland,Lee,M,38,Red,Relaxed,19
25-12-2016,Italy,Wrangled Jeans,M,34,White,Short Sleeve,44
28-11-2016,Italy,Armani,F,48,Blue,Skinny,50
15-12-2016,Italy,Wrangled Jeans,F,19,Red,Boot leg,34
11-11-2016,Italy,Armani,F,37,White,Short Sleeve,58
23-12-2016,United Kingdom,Wrangled Jeans,F,34,Red,Relaxed,22
16-11-2016,Italy,Wrangled Jeans,M,34,Black,Long Sleeve,54
3-12-2016,United Kingdom,Armani,F,39,Red,Short Sleeve,37
9-12-2016,Italy,Denzil Jeans,M,48,Yellow,Short Sleeve,32
26-11-2016,United Kingdom,Denzil Jeans,F,19,Yellow,Boot leg,26
30-11-2016,Italy,Lee,F,19,Yellow,Skinny,24
24-12-2016,Italy,Denzil Jeans,F,19,Yellow,Short Sleeve,53
25-12-2016,Ireland,Wrangled Jeans,M,32,Black,Long Sleeve,41
29-11-2016,United Kingdom,Armani,M,19,Yellow,Relaxed,62
3-11-2016,Italy,Armani,F,19,Yellow,Skinny,29
13-12-2016,Italy,Lee,M,34,White,Short Sleeve,25
24-11-2016,Italy,The Hipster Jeans Company,M,32,Blue,Long Sleeve,35
28-12-2016,Italy,The Hipster Jeans Company,M,19,White,Relaxed,36
1-11-2016,Ireland,Armani,M,19,White,Long Sleeve,21
3-11-2016,Italy,Armani,M,34,Red,Long Sleeve,21
25-11-2016,Ireland,The Hipster Jeans Company,M,31,Black,Relaxed,35
13-11-2016,Italy,Wrangled Jeans,M,19,Yellow,Boot leg,55
24-11-2016,Italy,Denzil Jeans,F,34,Blue,Boot leg,20
23-12-2016,United Kingdom,Denzil Jeans,M,19,Red,Long Sleeve,33
29-12-2016,United Kingdom,Armani,F,34,Red,Relaxed,21
17-12-2016,Italy,Lee,F,19,Red,Boot leg,62
15-11-2016,Italy,Armani,F,48,Black,Long Sleeve,32
14-12-2016,Italy,Wrangled Jeans,M,29,Blue,Long Sleeve,23
31-11-2016,United Kingdom,Armani,M,34,Red,Short Sleeve,54
5-11-2016,Italy,Armani,M,34,Yellow,Boot leg,47
8-11-2016,Italy,Denzil Jeans,F,48,Blue,Relaxed,42
15-12-2016,Italy,Armani,M,21,Yellow,Long Sleeve,54
27-12-2016,Ireland,Lee,M,32,Red,Short Sleeve,31
23-11-2016,United Kingdom,Wrangled Jeans,F,19,Yellow,Boot leg,62
8-12-2016,Italy,Wrangled Jeans,M,19,Blue,Short Sleeve,26
14-12-2016,United Kingdom,The Hipster Jeans Company,M,34,Black,Short Sleeve,42
3-12-2016,Italy,The Hipster Jeans Company,M,22,Blue,Relaxed,30
12-12-2016,Italy,Armani,M,26,Yellow,Skinny,20
19-12-2016,Italy,Denzil Jeans,F,33,Blue,Long Sleeve,22
23-11-2016,Italy,Wrangled Jeans,M,19,Red,Relaxed,46
26-11-2016,Ireland,Lee,M,39,Black,Short Sleeve,54
7-12-2016,Italy,Armani,M,37,Black,Boot leg,44
25-11-2016,United Kingdom,Denzil Jeans,M,30,White,Skinny,27
8-12-2016,Italy,Denzil Jeans,M,19,Black,Long Sleeve,43
3-12-2016,Italy,Lee,M,48,White,Skinny,36
4-11-2016,Italy,Armani,M,34,Red,Skinny,41
11-11-2016,Ireland,The Hipster Jeans Company,F,34,Black,Short Sleeve,56
14-11-2016,Italy,Armani,F,19,Blue,Short Sleeve,62
7-11-2016,Italy,The Hipster Jeans Company,M,23,Black,Skinny,61
16-11-2016,Italy,Armani,F,19,Yellow,Skinny,55
25-11-2016,Italy,Wrangled Jeans,M,22,Yellow,Short Sleeve,35
19-11-2016,Italy,Wrangled Jeans,M,34,Red,Long Sleeve,26
13-12-2016,Italy,Denzil Jeans,M,48,Red,Short Sleeve,65
19-11-2016,Italy,Wrangled Jeans,F,34,White,Short Sleeve,49
2-12-2016,United Kingdom,Denzil Jeans,F,19,Red,Skinny,23
20-11-2016,Ireland,Armani,F,27,Black,Skinny,57
7-12-2016,United Kingdom,Wrangled Jeans,F,30,Yellow,Short Sleeve,53
26-12-2016,Italy,Armani,F,26,Red,Boot leg,62
17-11-2016,Ireland,Wrangled Jeans,M,33,White,Relaxed,34
9-11-2016,Italy,Lee,F,37,Red,Skinny,49
22-12-2016,Italy,Wrangled Jeans,M,19,Black,Relaxed,50
21-11-2016,United Kingdom,Armani,M,37,Yellow,Long Sleeve,63
14-12-2016,United Kingdom,Lee,M,30,Yellow,Short Sleeve,21
21-11-2016,Italy,Armani,F,39,Yellow,Skinny,23
26-12-2016,Italy,Armani,F,29,Blue,Boot leg,31
12-12-2016,Italy,Lee,M,28,Red,Short Sleeve,58
5-11-2016,Ireland,Denzil Jeans,M,19,Black,Relaxed,25
4-12-2016,Italy,Denzil Jeans,M,21,Red,Boot leg,59
10-12-2016,Ireland,Lee,M,27,White,Long Sleeve,25
24-12-2016,Italy,Denzil Jeans,F,48,Red,Skinny,55
16-12-2016,Italy,Armani,F,19,White,Boot leg,22
23-11-2016,Italy,Lee,F,23,Blue,Skinny,56
5-12-2016,Italy,Armani,M,29,White,Relaxed,58
13-11-2016,United Kingdom,Lee,M,34,Red,Skinny,30
24-11-2016,Italy,Wrangled Jeans,F,27,Black,Boot leg,65
2-12-2016,Italy,Armani,F,35,Black,Relaxed,54
7-11-2016,Italy,Armani,F,19,White,Relaxed,56
5-11-2016,Italy,Armani,M,48,Black,Long Sleeve,47
8-12-2016,Italy,Armani,F,30,Yellow,Boot leg,50
4-12-2016,Italy,The Hipster Jeans Company,F,34,Blue,Relaxed,26
21-11-2016,United Kingdom,The Hipster Jeans Company,F,48,Blue,Relaxed,55
23-11-2016,Italy,Lee,M,19,White,Short Sleeve,37
11-12-2016,United Kingdom,Armani,F,34,Red,Short Sleeve,50
30-11-2016,Ireland,Armani,M,34,Blue,Long Sleeve,40
18-11-2016,Ireland,The Hipster Jeans Company,M,48,Black,Relaxed,48
15-12-2016,United Kingdom,Wrangled Jeans,F,25,Blue,Relaxed,57
8-12-2016,United Kingdom,Armani,M,35,Yellow,Skinny,53
27-12-2016,Italy,Wrangled Jeans,F,19,Blue,Skinny,39
12-12-2016,United Kingdom,Lee,M,19,Blue,Boot leg,45
10-11-2016,Italy,Armani,M,19,White,Boot leg,40
6-11-2016,Italy,Armani,F,34,Red,Relaxed,33
13-11-2016,Ireland,Armani,F,34,Red,Relaxed,27
29-11-2016,Italy,Lee,M,48,Yellow,Short Sleeve,41
5-12-2016,Ireland,Armani,M,37,White,Short Sleeve,38
17-12-2016,Italy,Wrangled Jeans,M,34,Red,Skinny,53
14-11-2016,United Kingdom,Armani,M,22,Black,Relaxed,56
3-12-2016,Italy,Armani,M,30,Blue,Skinny,40
1-12-2016,Italy,Lee,F,29,Black,Boot leg,42
25-11-2016,Italy,Lee,M,34,Black,Short Sleeve,36
5-12-2016,Italy,Denzil Jeans,M,34,Blue,Skinny,29
10-11-2016,Italy,Lee,F,34,Yellow,Boot leg,38
6-12-2016,Italy,The Hipster Jeans Company,M,19,Yellow,Long Sleeve,56
26-12-2016,Ireland,Denzil Jeans,F,19,Yellow,Short Sleeve,20
27-11-2016,Italy,The Hipster Jeans Company,F,37,Blue,Short Sleeve,24
9-12-2016,Italy,Armani,F,25,Red,Relaxed,50
25-12-2016,Italy,The Hipster Jeans Company,M,19,Black,Boot leg,38
12-12-2016,Italy,Lee,M,34,White,Long Sleeve,59
20-11-2016,Italy,Wrangled Jeans,M,34,Red,Long Sleeve,44
8-11-2016,United Kingdom,Wrangled Jeans,F,34,White,Long Sleeve,48
3-12-2016,Italy,Wrangled Jeans,M,33,Black,Boot leg,52
26-12-2016,Italy,Denzil Jeans,F,28,Yellow,Long Sleeve,28
29-11-2016,United Kingdom,The Hipster Jeans Company,M,34,Yellow,Boot leg,62
11-12-2016,United Kingdom,Denzil Jeans,F,20,Blue,Boot leg,60
13-12-2016,Italy,Denzil Jeans,F,19,Black,Boot leg,42
31-12-2016,Italy,Armani,M,38,Red,Relaxed,64
4-12-2016,Italy,The Hipster Jeans Company,F,19,Black,Long Sleeve,25
10-12-2016,Italy,The Hipster Jeans Company,M,34,Red,Short Sleeve,33
17-12-2016,Italy,Wrangled Jeans,M,19,Yellow,Short Sleeve,65
3-11-2016,Ireland,The Hipster Jeans Company,M,34,White,Relaxed,37
30-12-2016,Italy,Lee,M,48,Black,Skinny,28
14-12-2016,Italy,The Hipster Jeans Company,M,48,Red,Short Sleeve,32
17-12-2016,Italy,Denzil Jeans,F,19,Blue,Short Sleeve,32
9-12-2016,Italy,Lee,F,19,Red,Long Sleeve,51
7-12-2016,Italy,Denzil Jeans,M,35,White,Short Sleeve,57
20-12-2016,United Kingdom,Armani,M,23,Yellow,Long Sleeve,31
13-11-2016,Italy,Wrangled Jeans,F,19,Red,Short Sleeve,44
23-12-2016,United Kingdom,The Hipster Jeans Company,M,48,Black,Short Sleeve,20
13-11-2016,Italy,The Hipster Jeans Company,M,32,Yellow,Relaxed,18
2-12-2016,Italy,Denzil Jeans,M,48,Red,Skinny,31
3-12-2016,Italy,Lee,F,34,Red,Long Sleeve,34
17-12-2016,Italy,The Hipster Jeans Company,M,32,Red,Boot leg,22
24-12-2016,Italy,Armani,M,30,White,Long Sleeve,34
30-12-2016,Italy,Wrangled Jeans,M,37,Red,Skinny,32
21-11-2016,Italy,Armani,M,34,Blue,Skinny,30
5-12-2016,Italy,Armani,M,48,Red,Skinny,61
12-12-2016,Italy,Lee,F,38,Yellow,Skinny,58
12-12-2016,Italy,Armani,F,20,Black,Short Sleeve,24
6-12-2016,Italy,Armani,F,34,Blue,Boot leg,41
24-11-2016,United Kingdom,Wrangled Jeans,F,30,Black,Skinny,21
